0 5.458938 115.6129 9.219544 138.9829 78.35502 143.8847 136.1782 154.4155 108.824 129.9196 140.3762 136.8211 142.8347 162.3215
5.458938 0 120.7258 6.228965 143.8821 74.34319 148.585 140.6702 157.0049 105.3605 127.4022 141.0634 134.7212 140.9117 161.7441
115.6129 120.7258 0 120.2238 26.53889 167.1087 36.31185 37.38747 102.5025 183.3494 184.9206 135.2099 183.2428 184.8153 175.1192
9.219544 6.228965 120.2238 0 142.7454 69.13568 146.9824 138.6597 152.5202 99.71577 121.3265 135.3204 128.5496 134.7142 155.5922
138.9829 143.8821 26.53889 142.7454 0 183.3477 12.02341 20.83867 91.61616 195.938 193.3219 133.7451 189.8848 190.3918 174.6489
78.35502 74.34319 167.1087 69.13568 183.3477 0 183.4216 172.1293 155.4692 33.18865 62.47617 114.7349 73.6575 81.24256 116.0939
143.8847 148.585 36.31185 146.9824 12.02341 183.4216 0 12.75 81.49085 194.0407 189.4701 126.3348 185.2804 185.3309 167.297
136.1782 140.6702 37.38747 138.6597 20.83867 172.1293 12.75 0 70.82184 181.8976 176.8378 113.866 172.5587 172.5843 154.8281
154.4155 157.0049 102.5025 152.5202 91.61616 155.4692 81.49085 70.82184 0 151.8504 135.1528 56.20379 126.6347 123.9125 94.12223
108.824 105.3605 183.3494 99.71577 195.938 33.18865 194.0407 181.8976 151.8504 0 32.54686 102.7942 45.3599 53.13534 93.38291
129.9196 127.4022 184.9206 121.3265 193.3219 62.47617 189.4701 176.8378 135.1528 32.54686 0 81.13839 13.23296 20.83709 63.13598
140.3762 141.0634 135.2099 135.3204 133.7451 114.7349 126.3348 113.866 56.20379 102.7942 81.13839 0 71.38228 68.03313 40.96404
136.8211 134.7212 183.2428 128.5496 189.8848 73.6575 185.2804 172.5587 126.6347 45.3599 13.23296 71.38228 0 7.787731 50.12979
142.8347 140.9117 184.8153 134.7142 190.3918 81.24256 185.3309 172.5843 123.9125 53.13534 20.83709 68.03313 7.787731 0 43.38088
162.3215 161.7441 175.1192 155.5922 174.6489 116.0939 167.297 154.8281 94.12223 93.38291 63.13598 40.96404 50.12979 43.38088 0
