0 100.1471 122.9358 154.8427 38.03922 43.81019 43.69578 45.68836 177.4085 114.1344 186.6842 188.033 190.044 192.32 180.8727 155.3709
100.1471 0 26.21562 72.28261 132.47 136.4385 132.7116 135.5481 107.7378 151.8531 132.2996 146.3759 152.8026 159.8677 169.8044 159.9274
122.9358 26.21562 0 48.44038 152.6573 156.0252 151.6112 154.5075 85.96354 157.7088 113.7601 130.7646 138.1047 146.1495 161.4957 156.5133
154.8427 72.28261 48.44038 0 177.4372 179.3716 173.7447 176.6162 38.60293 154.3957 69.81353 90.6356 99.1059 108.3736 132.1411 136.2223
38.03922 132.47 152.6573 177.4372 0 6.257835 10.48294 10.40536 193.813 96.05986 196.829 193.3626 193.5731 193.8808 175.2079 146.0326
43.81019 136.4385 156.0252 179.3716 6.257835 0 6.890009 5.270463 194.5916 91.88236 196.5325 192.2854 192.2038 192.1949 172.4609 142.855
43.69578 132.7116 151.6112 173.7447 10.48294 6.890009 0 2.910708 188.3036 85.67623 189.8497 185.4436 185.3305 185.3058 165.6685 136.1736
45.68836 135.5481 154.5075 176.6162 10.40536 5.270463 2.910708 0 191.0267 86.6142 192.3492 187.7305 187.526 187.395 167.3449 137.6574
177.4085 107.7378 85.96354 38.60293 193.813 194.5916 188.3036 191.0267 0 150.3861 33.69545 57.42043 66.52277 76.46981 106.8946 119.0283
114.1344 151.8531 157.7088 154.3957 96.05986 91.88236 85.67623 86.6142 150.3861 0 137.32 123.5759 120.0289 116.4441 87.30039 55.50366
186.6842 132.2996 113.7601 69.81353 196.829 196.5325 189.8497 192.3492 33.69545 137.32 0 24.74326 33.90555 43.96986 78.15722 96.37056
188.033 146.3759 130.7646 90.6356 193.3626 192.2854 185.4436 187.7305 57.42043 123.5759 24.74326 0 9.181953 19.24276 54.75619 76.84078
190.044 152.8026 138.1047 99.1059 193.5731 192.2038 185.3305 187.526 66.52277 120.0289 33.90555 9.181953 0 10.06506 46.777 70.97688
192.32 159.8677 146.1495 108.3736 193.8808 192.1949 185.3058 187.395 76.46981 116.4441 43.96986 19.24276 10.06506 0 38.38318 65.06919
180.8727 169.8044 161.4957 132.1411 175.2079 172.4609 165.6685 167.3449 106.8946 87.30039 78.15722 54.75619 46.777 38.38318 0 31.89699
155.3709 159.9274 156.5133 136.2223 146.0326 142.855 136.1736 137.6574 119.0283 55.50366 96.37056 76.84078 70.97688 65.06919 31.89699 0
