0 89.0207 65.79812 152.5186 95.49226 109.0038 141.8229 171.1362 134.7937 192.5841 189.5268
89.0207 0 25.75795 192.1955 103.5069 197.5664 229.5223 250.7499 184.2451 260.2249 252.2452
65.79812 25.75795 0 186.1361 102.5325 174.8003 207.4973 232.6961 175.1434 246.5343 240.1061
152.5186 192.1955 186.1361 0 90.86811 154.0633 158.7693 125.4313 24.68265 95.32731 78.92972
95.49226 103.5069 102.5325 90.86811 0 161.3838 183.2737 179.7307 88.5797 172.3185 160.3873
109.0038 197.5664 174.8003 154.0633 161.3838 0 34.4093 85.42183 129.3841 130.9217 138.7143
141.8229 229.5223 207.4973 158.7693 183.2737 34.4093 0 61.57945 134.8786 113.8969 125.5996
171.1362 250.7499 232.6961 125.4313 179.7307 85.42183 61.57945 0 106.0242 54.65278 69.62013
134.7937 184.2451 175.1434 24.68265 88.5797 129.3841 134.8786 106.0242 0 85.11903 71.93608
192.5841 260.2249 246.5343 95.32731 172.3185 130.9217 113.8969 54.65278 85.11903 0 18.82153
189.5268 252.2452 240.1061 78.92972 160.3873 138.7143 125.5996 69.62013 71.93608 18.82153 0
