0 110.5917 116.7719 36.68738 72.26313 184.8918 79.07276 185.6537 187.8422 142.5702 187.7232 189.6271
110.5917 0 7.401967 139.1402 154.8181 110.0032 146.219 116.6874 130.5188 154.4495 137.3283 143.5558
116.7719 7.401967 0 144.4612 158.6859 103.7769 149.3063 110.789 125.2565 153.7283 132.4615 138.9067
36.68738 139.1402 144.4612 0 40.38716 196.1319 53.85165 194.8701 193.0476 129.1388 190.6543 190.9783
72.26313 154.8181 158.6859 40.38716 0 187.8156 20.28864 184.3559 178.27 98.90367 173.5813 172.2619
184.8918 110.0032 103.7769 196.1319 187.8156 0 169.7504 10.93472 32.14786 121.4014 43.84579 52.10383
79.07276 146.219 149.3063 53.85165 20.28864 169.7504 0 165.784 158.8665 78.97724 153.8313 152.3043
185.6537 116.6874 110.789 194.8701 184.3559 10.93472 165.784 0 21.2231 113.4945 32.97503 41.22401
187.8422 130.5188 125.2565 193.0476 178.27 32.14786 158.8665 21.2231 0 98.90719 11.90643 20.07998
142.5702 154.4495 153.7283 129.1388 98.90367 121.4014 78.97724 113.4945 98.90719 0 90.01828 85.5512
187.7232 137.3283 132.4615 190.6543 173.5813 43.84579 153.8313 32.97503 11.90643 90.01828 0 8.261029
189.6271 143.5558 138.9067 190.9783 172.2619 52.10383 152.3043 41.22401 20.07998 85.5512 8.261029 0
