0 82.19728 106.4854 113.0537 106.2083 124.9402 123.8951 134.4193 169.3191 45.80923 116.9074
82.19728 0 27.09225 35.71806 28.10426 47.47831 47.22865 58.83604 133.765 125.3302 152.9822
106.4854 27.09225 0 9.184003 3 20.4267 20.35313 31.97655 117.8822 147.3915 160.2679
113.0537 35.71806 9.184003 0 7.613864 12.06545 11.53582 23.11908 110.5938 152.783 160.0726
106.2083 28.10426 3 7.613864 0 19.52562 19.13766 30.73272 114.9732 146.616 157.8848
124.9402 47.47831 20.4267 12.06545 19.52562 0 2.236068 11.80042 107.3149 164.1493 166.9039
123.8951 47.22865 20.35313 11.53582 19.13766 2.236068 0 11.6297 105.4172 162.7882 164.7702
134.4193 58.83604 31.97655 23.11908 30.73272 11.80042 11.6297 0 99.89821 172.3231 168.8431
169.3191 133.765 117.8822 110.5938 114.9732 107.3149 105.4172 99.89821 0 186.1778 125.7975
45.80923 125.3302 147.3915 152.783 146.616 164.1493 162.7882 172.3231 186.1778 0 99.33169
116.9074 152.9822 160.2679 160.0726 157.8848 166.9039 164.7702 168.8431 125.7975 99.33169 0
