0 35.42951 172.5695 183.7647 79.91174 118.8394 183.8075 185.2471 137.8051 144.7594 188.3129 188.306 179.1475
35.42951 0 149.0939 162.673 103.0652 132.6544 164.8415 170.2727 137.9276 145.9103 179.7722 180.7595 175.6214
172.5695 149.0939 0 19.03943 174.2301 155.6828 29.85614 51.32769 108.3851 113.9424 85.08798 89.9611 105.0233
183.7647 162.673 19.03943 0 177.5132 154.0041 12.67105 35.50748 103.6109 107.9927 70.70548 75.85842 93.19901
79.91174 103.0652 174.2301 177.5132 0 47.92244 172.0777 163.505 90.8245 94.04451 151.3753 149.1904 132.6382
118.8394 132.6544 155.6828 154.0041 47.92244 0 145.8691 132.2934 53.34185 53.25308 112.7422 109.5723 90.36589
183.8075 164.8415 29.85614 12.67105 172.0777 145.8691 0 22.84192 94.3018 98.06694 58.10621 63.28814 81.08192
185.2471 170.2727 51.32769 35.50748 163.505 132.2934 22.84192 0 79.19877 81.46402 35.38685 40.62981 59.48392
137.8051 137.9276 108.3851 103.6109 90.8245 53.34185 94.3018 79.19877 0 8.57623 60.80333 58.39151 42.91668
144.7594 145.9103 113.9424 107.9927 94.04451 53.25308 98.06694 81.46402 8.57623 0 59.49133 56.42471 38.59437
188.3129 179.7722 85.08798 70.70548 151.3753 112.7422 58.10621 35.38685 60.80333 59.49133 0 5.332083 26.79942
188.306 180.7595 89.9611 75.85842 149.1904 109.5723 63.28814 40.62981 58.39151 56.42471 5.332083 0 21.9899
179.1475 175.6214 105.0233 93.19901 132.6382 90.36589 81.08192 59.48392 42.91668 38.59437 26.79942 21.9899 0
