0 25.12759 36.18671 20.51869 23.05762 27.61794 39.61439 30.42098 41.46919 32.9298 46.38152 41.74928 100.0594 66.08463 59.24995 59.94415 92.43081 106.6888 134.6851 120.5615 141.146 123.3735 99.61574 141.7253 154.7391 168.6812 175.7593 181.5835 181.7348 203.8306 168.5647 165.6171 209.7568 187.83 216.2068 187.6252 189.2953 197.0329 228.7201 206.2197 207.7445 230.6949 233.9629 228.9069 230.5313 230.6738 230.8312 231.6574 233.2125 232.9142 237.1437 240.4149
25.12759 0 11.17298 6.264982 7.211103 47.84177 56.30224 30.18749 60.46693 37.32626 43.22563 51.69536 78.83291 49.58074 66.50188 62.65999 101.251 122.9231 113.2058 135.7463 120.3898 137.5785 103.4576 151.8509 134.5943 149.3509 156.0812 162.3469 163.1197 186.3214 174.8175 170.6964 210.6618 193.5513 200.8957 186.4494 188.6637 190.4875 215.5544 200.09 207.6084 223.7636 224.7095 228.0356 225.4602 230.7623 230.5347 231.1304 233.3115 232.6935 235.6889 239.4499
36.18671 11.17298 0 16.08968 14.77561 57.25641 64.34734 34.65949 69.1573 42.5058 44.53264 57.64811 69.07633 43.13802 70.69887 65.16072 105.1592 129.6617 103.1504 141.9357 110.6202 143.3332 105.1982 155.7292 125.0387 140.0971 146.6602 153.0953 154.1301 177.7394 176.8339 172.2214 210.1096 195.2237 193.2163 185.0962 187.5402 186.7166 208.7617 196.4579 206.6075 219.6795 219.5989 226.6208 222.1926 229.7634 229.3656 229.8566 232.3076 231.5499 233.9865 237.9514
20.51869 6.264982 16.08968 0 3.354102 41.71773 50.03741 24.85863 54.23099 31.62278 38.89737 45.68982 80.73299 49.24429 60.87898 57.61435 95.61353 116.7157 115.2993 129.6002 122.1517 131.4972 98.50567 146.1624 136.1047 150.5392 157.4199 163.5122 164.041 186.8538 169.6608 165.7106 206.4374 188.4952 200.6877 182.5962 184.7058 187.8188 214.6904 197.3354 203.578 221.2285 222.7602 224.1707 222.4889 226.7124 226.559 227.2004 229.2619 228.7051 231.9483 235.6141
23.05762 7.211103 14.77561 3.354102 0 42.4859 50.00543 22.97719 54.55502 30.15377 36.32871 44.67225 77.62948 45.8939 59.30008 55.50823 94.04805 116.1788 112.2204 128.859 119.0013 130.5968 96.34189 144.6534 132.9057 147.2892 154.1904 160.2576 160.7566 183.5319 167.652 163.5764 203.8685 186.412 197.3342 179.8637 182.0165 184.72 211.3496 194.2576 200.921 218.1023 219.5271 221.4458 219.4678 224.0653 223.88 224.5022 226.6148 226.0315 229.1752 232.8782
27.61794 47.84177 57.25641 41.71773 42.4859 0 13.56967 31.32208 13.87458 26.67809 41.95247 23.44111 109.1375 71.63923 39.79505 45.26142 68.8938 79.20494 142.9001 93.25598 147.9201 96.3383 79.84917 116.352 160.1441 172.4593 179.9538 184.9611 184.1413 204.2075 145.257 143.1568 189.9561 164.6823 213.3303 169.862 171.0317 184.2446 222.913 192.8664 188.8235 217.8369 223.5294 210.3877 215.8187 211.3367 211.8109 212.8221 213.8448 213.8123 219.0479 221.8715
39.61439 56.30224 64.34734 50.03741 50.00543 13.56967 0 32.89119 7.059942 25.80716 38.33491 14.95335 108.1689 70.28781 27.97099 35.54753 55.35146 67.43472 140.8986 81.05235 145.14 83.76234 66.98913 102.9335 156.5573 167.9787 175.6055 180.19 178.9267 197.9423 131.6917 129.6403 176.7703 151.1194 205.6158 157.1438 158.1917 172.9269 213.9706 181.3384 175.8107 206.3969 212.8767 197.4335 203.8215 198.2168 198.752 199.7994 200.7168 200.7355 206.1757 208.9
30.42098 30.18749 34.65949 24.85863 22.97719 31.32208 32.89119 0 39.10607 7.976093 16.00833 23.27183 77.84295 40.57443 36.41705 32.80871 71.13775 95.32515 111.7662 107.3456 117.0627 108.6758 73.7104 121.7633 129.6775 142.5748 149.9388 155.266 154.8478 175.945 144.8022 140.8816 182.2906 163.6453 187.0289 159.0602 160.9879 166.8303 198.764 176.0993 179.7191 200.4621 203.5431 200.5581 200.6696 202.8013 202.7633 203.4772 205.3492 204.8872 208.5416 212.0388
41.46919 60.46693 69.1573 54.23099 54.55502 13.87458 7.059942 39.10607 0 32.38827 45.35488 21.96725 115.0842 77.20104 33.55965 42.00625 57.76143 65.34617 147.9121 79.4632 152.1889 82.67616 71.06996 103.5919 163.6171 175.0167 182.648 187.2118 185.9187 204.8202 133.5804 131.9735 180.0501 153.0265 212.2387 161.1732 162.0594 178.1721 220.2642 186.4356 179.4018 211.5353 218.4755 201.0982 208.5429 201.6048 202.2474 203.3544 204.0882 204.1984 209.9548 212.53
32.9298 37.32626 42.5058 31.62278 30.15377 26.67809 25.80716 7.976093 32.38827 0 15.68711 15.29575 83.08856 45.31004 29.26175 27.35512 63.99076 87.3563 116.4895 99.43943 121.3254 100.8506 67.92388 114.5519 133.4693 145.822 153.2996 158.3611 157.6371 178.0612 138.4648 134.8332 177.4047 157.4551 188.0821 154.8305 156.583 164.4339 198.8459 173.5259 175.1457 198.12 202.0523 196.1951 197.6724 198.1477 198.2246 199.0075 200.6913 200.3247 204.3526 207.6969
46.38152 43.22563 44.53264 38.89737 36.32871 41.95247 38.33491 16.00833 45.35488 15.68711 0 24.15801 70.09221 32.35777 28.83653 20.94235 61.66055 91.33842 102.5638 101.8621 106.894 102.262 60.71007 111.8514 118.6089 130.5938 138.127 143.044 142.1889 162.4224 132.3288 127.8529 167.5525 150.811 172.4276 143.779 145.8391 150.8327 183.4488 160.1194 164.6892 184.4587 187.5988 185.3372 184.7675 187.8193 187.6816 188.3379 190.3688 189.824 193.189 196.7938
41.74928 51.69536 57.64811 45.68982 44.67225 23.44111 14.95335 23.27183 21.96725 15.29575 24.15801 0 94.24891 56.49212 17.6638 21.83107 50.99868 72.08088 126.4903 84.32034 130.5055 85.93044 58.32139 101.0624 141.7453 153.0531 160.6888 165.2453 163.9734 183.0587 126.8541 123.8724 168.7254 146.0943 191.0542 147.6205 149 160.8829 199.9305 169.5689 167.1226 194.5016 200.0892 188.5223 192.7535 189.8733 190.1856 191.1072 192.4 192.23 197.0065 200.0289
100.0594 78.83291 69.07633 80.73299 77.62948 109.1375 108.1689 77.84295 115.0842 83.08856 70.09221 94.24891 0 37.88354 94.42026 83.09407 117.5143 154.9087 34.62618 162.3273 41.56895 160.8241 104.9707 160.0675 55.99443 71.35091 77.69146 84.31152 85.80581 110.2363 167.3967 160.1593 182.3544 182.121 128.4529 154.2368 157.8782 141.5253 147.2807 151.4947 176.3756 171.1708 165.7446 192.8452 178.0402 198.2794 196.8986 196.752 200.6728 199.129 198.1974 203.1705
66.08463 49.58074 43.13802 49.24429 45.8939 71.63923 70.28781 40.57443 77.20104 45.31004 32.35777 56.49212 37.88354 0 58.4829 47.7688 86.15263 120.676 71.26089 129.6549 76.50523 129.053 78.18346 133.2955 89.34249 102.766 109.9686 115.6125 115.6566 137.8924 147.3466 141.3542 173.2268 164.2948 151.4678 146.783 149.6705 144.6496 166.0148 154.5065 168.7987 177.2401 176.5565 187.8417 180.5757 191.772 191.0393 191.3243 194.2884 193.2589 194.6407 198.9497
59.24995 66.50188 70.69887 60.87898 59.30008 39.79505 27.97099 36.41705 33.55965 29.26175 28.83653 17.6638 94.42026 58.4829 0 11.53965 34.74963 62.68585 124.1968 73.03047 126.9811 73.55506 40.66996 85.35736 136.8476 146.7031 154.4522 158.354 156.4524 173.9053 109.6482 106.4249 151.0816 128.7958 179.839 130.232 131.5238 144.9601 187.0241 153.4031 149.5535 178.4472 184.9758 171.0007 176.0837 172.2622 172.6043 173.5461 174.7863 174.6403 179.5446 182.5027
