0 60.53053 105.4334 122.1497 151.7595 141.162 144.334 165.3597 182.8541
60.53053 0 45.45547 63.72339 161.9062 86.39341 92.41753 115.9964 145.9107
105.4334 45.45547 0 20.24445 174.6002 46.82387 56.299 80.77452 121.3963
122.1497 63.72339 20.24445 0 173.2888 27.17936 37.77299 61.83021 105.558
151.7595 161.9062 174.6002 173.2888 0 166.5177 157.9932 158.4223 128.819
141.162 86.39341 46.82387 27.17936 166.5177 0 12.22144 34.85658 81.32881
144.334 92.41753 56.299 37.77299 157.9932 12.22144 0 24.52051 69.15808
165.3597 115.9964 80.77452 61.83021 158.4223 34.85658 24.52051 0 50.5728
182.8541 145.9107 121.3963 105.558 128.819 81.32881 69.15808 50.5728 0
0 60.53053 105.4334 122.1497 151.7595 141.162 144.334 165.3597 182.8541
60.53053 0 45.45547 63.72339 161.9062 86.39341 92.41753 115.9964 145.9107
105.4334 45.45547 0 20.24445 174.6002 46.82387 56.299 80.77452 121.3963
122.1497 63.72339 20.24445 0 173.2888 27.17936 37.77299 61.83021 105.558
151.7595 161.9062 174.6002 173.2888 0 166.5177 157.9932 158.4223 128.819
141.162 86.39341 46.82387 27.17936 166.5177 0 12.22144 34.85658 81.32881
144.334 92.41753 56.299 37.77299 157.9932 12.22144 0 24.52051 69.15808
165.3597 115.9964 80.77452 61.83021 158.4223 34.85658 24.52051 0 50.5728
182.8541 145.9107 121.3963 105.558 128.819 81.32881 69.15808 50.5728 0
0 60.53053 105.4334 122.1497 151.7595 141.162 144.334 165.3597 182.8541
60.53053 0 45.45547 63.72339 161.9062 86.39341 92.41753 115.9964 145.9107
105.4334 45.45547 0 20.24445 174.6002 46.82387 56.299 80.77452 121.3963
122.1497 63.72339 20.24445 0 173.2888 27.17936 37.77299 61.83021 105.558
151.7595 161.9062 174.6002 173.2888 0 166.5177 157.9932 158.4223 128.819
141.162 86.39341 46.82387 27.17936 166.5177 0 12.22144 34.85658 81.32881
144.334 92.41753 56.299 37.77299 157.9932 12.22144 0 24.52051 69.15808
165.3597 115.9964 80.77452 61.83021 158.4223 34.85658 24.52051 0 50.5728
182.8541 145.9107 121.3963 105.558 128.819 81.32881 69.15808 50.5728 0
0 60.53053 105.4334 122.1497 151.7595 141.162 144.334 165.3597 182.8541
60.53053 0 45.45547 63.72339 161.9062 86.39341 92.41753 115.9964 145.9107
105.4334 45.45547 0 20.24445 174.6002 46.82387 56.299 80.77452 121.3963
122.1497 63.72339 20.24445 0 173.2888 27.17936 37.77299 61.83021 105.558
151.7595 161.9062 174.6002 173.2888 0 166.5177 157.9932 158.4223 128.819
141.162 86.39341 46.82387 27.17936 166.5177 0 12.22144 34.85658 81.32881
144.334 92.41753 56.299 37.77299 157.9932 12.22144 0 24.52051 69.15808
165.3597 115.9964 80.77452 61.83021 158.4223 34.85658 24.52051 0 50.5728
182.8541 145.9107 121.3963 105.558 128.819 81.32881 69.15808 50.5728 0
0 60.53053 105.4334 122.1497 151.7595 141.162 144.334 165.3597 182.8541
60.53053 0 45.45547 63.72339 161.9062 86.39341 92.41753 115.9964 145.9107
105.4334 45.45547 0 20.24445 174.6002 46.82387 56.299 80.77452 121.3963
122.1497 63.72339 20.24445 0 173.2888 27.17936 37.77299 61.83021 105.558
151.7595 161.9062 174.6002 173.2888 0 166.5177 157.9932 158.4223 128.819
141.162 86.39341 46.82387 27.17936 166.5177 0 12.22144 34.85658 81.32881
144.334 92.41753 56.299 37.77299 157.9932 12.22144 0 24.52051 69.15808
165.3597 115.9964 80.77452 61.83021 158.4223 34.85658 24.52051 0 50.5728
182.8541 145.9107 121.3963 105.558 128.819 81.32881 69.15808 50.5728 0
0 60.53053 105.4334 122.1497 151.7595 141.162 144.334 165.3597 182.8541
60.53053 0 45.45547 63.72339 161.9062 86.39341 92.41753 115.9964 145.9107
105.4334 45.45547 0 20.24445 174.6002 46.82387 56.299 80.77452 121.3963
122.1497 63.72339 20.24445 0 173.2888 27.17936 37.77299 61.83021 105.558
151.7595 161.9062 174.6002 173.2888 0 166.5177 157.9932 158.4223 128.819
141.162 86.39341 46.82387 27.17936 166.5177 0 12.22144 34.85658 81.32881
144.334 92.41753 56.299 37.77299 157.9932 12.22144 0 24.52051 69.15808
165.3597 115.9964 80.77452 61.83021 158.4223 34.85658 24.52051 0 50.5728
182.8541 145.9107 121.3963 105.558 128.819 81.32881 69.15808 50.5728 0
