0 71.6233 110.7067 114.5741 110.6707 133.6924 133.1462 137.2865 142.0522 158.7977 66.57344 76.99207 183.6831 189.6063 151.7478 194.1387 191.5101 191.5684
71.6233 0 44.37364 48.76073 46.85275 68.29141 68.50611 72.26768 77.91549 102.4053 122.6804 133.9727 136.4346 148.8349 164.7987 162.2164 163.6432 167.4295
110.7067 44.37364 0 4.419417 6.126275 23.95895 24.13856 27.90889 33.54894 60.11002 148.697 159.4357 97.34805 112.7334 160.9909 130.5274 134.3103 140.1168
114.5741 48.76073 4.419417 0 5.656854 19.64688 19.7456 23.56374 29.15476 55.87262 151.3311 161.9848 93.41932 109.1152 160.7164 127.3644 131.401 137.4146
110.6707 46.85275 6.126275 5.656854 0 23.02173 22.58072 26.66927 31.7805 56.07247 146.064 156.6674 92.44709 107.3645 155.3798 124.7441 128.3831 134.1049
133.6924 68.29141 23.95895 19.64688 23.02173 0 2.426703 4.031129 10 40.35391 167.1077 177.4572 79.87191 97.56588 165.6639 118.444 123.9041 131.0017
133.1462 68.50611 24.13856 19.7456 22.58072 2.426703 0 4.179979 9.410396 38.69159 165.7024 175.999 78.02538 95.53196 163.341 116.2321 121.6192 128.6736
137.2865 72.26768 27.90889 23.56374 26.66927 4.031129 4.179979 0 6.020797 36.94532 169.7521 180.0188 76.66088 94.68424 165.9166 116.0145 121.738 129.0311
142.0522 77.91549 33.54894 29.15476 31.7805 10 9.410396 6.020797 0 31.44443 172.8072 182.9284 71.30872 89.7146 165.2282 111.6013 117.6671 125.2149
158.7977 102.4053 60.11002 55.87262 56.07247 40.35391 38.69159 36.94532 31.44443 0 178.4428 187.5475 39.90653 58.90504 151.1152 82.22055 89.40276 97.80503
66.57344 122.6804 148.697 151.3311 146.064 167.1077 165.7024 169.7521 172.8072 178.4428 0 11.31436 190.3712 188.9521 107.1827 184.2249 178.0479 174.5834
76.99207 133.9727 159.4357 161.9848 156.6674 177.4572 175.999 180.0188 182.9284 187.5475 11.31436 0 197.9291 195.5603 106.7759 189.5221 182.8487 178.837
183.6831 136.4346 97.34805 93.41932 92.44709 79.87191 78.02538 76.66088 71.30872 39.90653 190.3712 197.9291 0 20.89748 138.7458 46.97311 56.38644 66.11922
189.6063 148.8349 112.7334 109.1152 107.3645 97.56588 95.53196 94.68424 89.7146 58.90504 188.9521 195.5603 20.89748 0 126.1382 26.40113 36.4667 46.49229
151.7478 164.7987 160.9909 160.7164 155.3798 165.6639 163.341 165.9166 165.2282 151.1152 107.1827 106.7759 138.7458 126.1382 0 108.3534 98.31076 90.42804
194.1387 162.2164 130.5274 127.3644 124.7441 118.444 116.2321 116.0145 111.6013 82.22055 184.2249 189.5221 46.97311 26.40113 108.3534 0 11.06196 21.10323
191.5101 163.6432 134.3103 131.401 128.3831 123.9041 121.6192 121.738 117.6671 89.40276 178.0479 182.8487 56.38644 36.4667 98.31076 11.06196 0 10.13794
191.5684 167.4295 140.1168 137.4146 134.1049 131.0017 128.6736 129.0311 125.2149 97.80503 174.5834 178.837 66.11922 46.49229 90.42804 21.10323 10.13794 0
