0 92.79556 55.16875 62.71638 64.48508 132.0722 90.41362 129.3575 123.4263 124.1527 127.7009 152.6285 122.8249 142.1541 156.4906 173.0951 165.1636
92.79556 0 37.78493 147.3963 147.3472 39.40281 160.6525 37.11628 34.1812 38.96446 41.6695 114.2929 180.6196 185.8718 188.3113 181.9288 156.7586
55.16875 37.78493 0 112.4022 112.8716 76.92204 130.3167 74.73286 70.03214 72.34639 75.67199 125.5223 155.0225 165.5065 172.5257 175.1068 156.2675
62.71638 147.3963 112.4022 0 4.5 186.3552 37.68841 181.2795 172.9487 171.1586 174.7927 168.7858 74.47979 101.924 123.0405 153.8311 159.4094
64.48508 147.3472 112.8716 4.5 0 186.1317 33.37063 180.801 172.2513 170.2293 173.857 165.738 70.15608 97.45107 118.5409 149.4732 155.4205
132.0722 39.40281 76.92204 186.3552 186.1317 0 197.556 11.6619 23.37734 32.20248 31.13278 121.6002 214.658 216.4374 215.5538 202.2327 172.5563
90.41362 160.6525 130.3167 37.68841 33.37063 197.556 0 190.5667 180.6372 176.9918 180.5009 154.8216 36.79202 65.00396 87.45358 122.4823 134.0967
129.3575 37.11628 74.73286 181.2795 180.801 11.6619 190.5667 0 12.10372 20.61553 19.47434 109.9384 206.2449 206.9334 205.3177 191.059 161.0846
123.4263 34.1812 70.03214 172.9487 172.2513 23.37734 180.6372 12.10372 0 9.192388 9.5 98.69292 195.2673 195.3025 193.3603 178.981 149.1802
124.1527 38.96446 72.34639 171.1586 170.2293 32.20248 176.9918 20.61553 9.192388 0 3.640055 89.56288 190.1409 189.0183 186.2565 170.7276 140.4934
127.7009 41.6695 75.67199 174.7927 173.857 31.13278 180.5009 19.47434 9.5 3.640055 0 90.47856 193.4104 191.9866 188.9229 172.7492 142.134
152.6285 114.2929 125.5223 168.7858 165.738 121.6002 154.8216 109.9384 98.69292 89.56288 90.47856 0 149.6334 134.7076 121.7334 91.61264 56.63889
122.8249 180.6196 155.0225 74.47979 70.15608 214.658 36.79202 206.2449 195.2673 190.1409 193.4104 149.6334 0 30.97684 55.64919 96.60721 116.3435
142.1541 185.8718 165.5065 101.924 97.45107 216.4374 65.00396 206.9334 195.3025 189.0183 191.9866 134.7076 30.97684 0 25.01393 68.23492 93.02273
156.4906 188.3113 172.5257 123.0405 118.5409 215.5538 87.45358 205.3177 193.3603 186.2565 188.9229 121.7334 55.64919 25.01393 0 44.66981 73.73887
173.0951 181.9288 175.1068 153.8311 149.4732 202.2327 122.4823 191.059 178.981 170.7276 172.7492 91.61264 96.60721 68.23492 44.66981 0 35.80675
165.1636 156.7586 156.2675 159.4094 155.4205 172.5563 134.0967 161.0846 149.1802 140.4934 142.134 56.63889 116.3435 93.02273 73.73887 35.80675 0
