0 117.7963 112.8698 106.919 101.9218 109.8931 149.383 104.056 126.9543 127.6991
117.7963 0 5.09902 66 75.64262 84.38608 204.8514 221.2781 201.7647 204.3116
112.8698 5.09902 0 65.19202 74.35594 83.47193 202.3991 216.4486 198.5674 201.0628
106.919 66 65.19202 0 11.56744 18.41037 143.571 196.9772 146.8639 149.9041
101.9218 75.64262 74.35594 11.56744 0 10.72649 132.1926 188.3838 135.3285 138.3819
109.8931 84.38608 83.47193 18.41037 10.72649 0 126.8186 192.6424 132.6193 135.8156
149.383 204.8514 202.3991 143.571 132.1926 126.8186 0 153.9142 35.6581 38.36122
104.056 221.2781 216.4486 196.9772 188.3838 192.6424 153.9142 0 118.461 116.2035
126.9543 201.7647 198.5674 146.8639 135.3285 132.6193 35.6581 118.461 0 3.640055
127.6991 204.3116 201.0628 149.9041 138.3819 135.8156 38.36122 116.2035 3.640055 0
