0 65.86463 79.26558 106.8154 114.104 128.2898 128.3684 145.6504 122.293 170.0178 174.6297 184.2272
65.86463 0 47.83407 152.8923 139.3249 179.8312 150.8503 203.8254 164.5557 235.7352 240.449 249.132
79.26558 47.83407 0 183.2844 102.359 206.8297 111.5453 187.5377 135.9704 240.6469 244.0865 244.1119
106.8154 152.8923 183.2844 0 207.1583 29.97691 221.5277 181.6788 196.8246 135.2164 142.5945 175.9915
114.104 139.3249 102.359 207.1583 0 218.9269 14.51349 110.7143 43.91583 199.1637 199.4884 181.9158
128.2898 179.8312 206.8297 29.97691 218.9269 0 232.9268 177.414 202.7843 114.6886 122.283 159.9266
128.3684 150.8503 111.5453 221.5277 14.51349 232.9268 0 116.6003 48.86419 209.3009 209.2312 189.2354
145.6504 203.8254 187.5377 181.6788 110.7143 177.414 116.6003 0 67.74763 105.4487 102.8218 73.77022
122.293 164.5557 135.9704 196.8246 43.91583 202.7843 48.86419 67.74763 0 163.3824 162.6634 140.5338
170.0178 235.7352 240.6469 135.2164 199.1637 114.6886 209.3009 105.4487 163.3824 0 7.619521 51.03141
174.6297 240.449 244.0865 142.5945 199.4884 122.283 209.2312 102.8218 162.6634 7.619521 0 44.46127
184.2272 249.132 244.1119 175.9915 181.9158 159.9266 189.2354 73.77022 140.5338 51.03141 44.46127 0
