0 113.3835 108.267 115.7005 151.8862 166.2489 130.0061 161.1015 171.8169 174.8693 189.2945 184.4029 185.3883
113.3835 0 18.96495 18.11368 98.48216 185.9531 106.6666 65.86943 74.22492 83.17038 169.0779 146.0177 148.238
108.267 18.96495 0 7.487244 81.15656 167.1772 87.72685 57.52863 67.38114 74.02863 150.572 128.3637 130.5192
115.7005 18.11368 7.487244 0 80.37616 170.6511 89.92055 51.64554 61.14271 68.51126 151.353 127.9348 130.1653
151.8862 98.48216 81.15656 80.37616 0 111.0984 34.75008 57.92907 63.56326 54.56288 73.91462 47.65622 49.9539
166.2489 185.9531 167.1772 170.6511 111.0984 0 83.26012 167.7505 174.4293 165.6249 62.62803 88.42197 86.74196
130.0061 106.6666 87.72685 89.92055 34.75008 83.26012 0 85.8331 93.64345 86.71117 66.04714 54.45411 55.56303
161.1015 65.86943 57.52863 51.64554 57.92907 167.7505 85.8331 0 10.80096 17.34401 130.3429 100.6839 103.2151
171.8169 74.22492 67.38114 61.14271 63.56326 174.4293 93.64345 10.80096 0 12.67926 133.9353 103.3161 105.8652
174.8693 83.17038 74.02863 68.51126 54.56288 165.6249 86.71117 17.34401 12.67926 0 122.7209 91.67664 94.2248
189.2945 169.0779 150.572 151.353 73.91462 62.62803 66.04714 130.3429 133.9353 122.7209 0 32.03641 29.62943
184.4029 146.0177 128.3637 127.9348 47.65622 88.42197 54.45411 100.6839 103.3161 91.67664 32.03641 0 2.54951
185.3883 148.238 130.5192 130.1653 49.9539 86.74196 55.56303 103.2151 105.8652 94.2248 29.62943 2.54951 0
