0 154.5167 67.84371 165.8427 162.7012 90.49778 81.41686 108.1104 111.7744 159.259 185.2322 188.3225 193.1165 195.8113 197.4311
154.5167 0 191.4042 18.10076 9.448887 192.6826 182.3481 193.9773 181.3072 157.2037 70.29438 66.41906 91.93077 108.7743 120.9125
67.84371 191.4042 0 206.5297 200.6631 28.33574 25.42234 49.50253 61.5959 129.9889 198.7686 204.1422 198.9693 194.9304 191.5975
165.8427 18.10076 206.5297 0 10.10088 209.0602 198.5811 211.0734 198.7688 175.1616 82.92671 77.85599 105.2664 123.072 135.8221
162.7012 9.448887 200.6631 10.10088 0 202.1162 191.7693 203.4143 190.6894 165.407 73.49205 68.75177 95.69107 113.285 125.9173
90.49778 192.6826 28.33574 209.0602 202.1162 0 11.01242 21.24393 35.49059 107.5845 189.838 195.9618 186.9745 180.4703 175.3855
81.41686 182.3481 25.42234 198.5811 191.7693 11.01242 0 27.06403 36.39269 105.1375 181.6439 187.5687 179.7343 174.1177 169.7439
108.1104 193.9773 49.50253 211.0734 203.4143 21.24393 27.06403 0 18.29286 91.17853 183.3669 189.9971 178.12 169.7222 163.2792
111.7744 181.3072 61.5959 198.7688 190.6894 35.49059 36.39269 18.29286 0 73.16332 166.6744 173.4872 160.6133 151.7531 145.0923
159.259 157.2037 129.9889 175.1616 165.407 107.5845 105.1375 91.17853 73.16332 0 116.3866 124.2276 102.881 88.77265 78.61787
185.2322 70.29438 198.7686 82.92671 73.49205 189.838 181.6439 183.3669 166.6744 116.3866 0 7.947227 22.57027 41.47603 55.32259
188.3225 66.41906 204.1422 77.85599 68.75177 195.9618 187.5687 189.9971 173.4872 124.2276 7.947227 0 29.18077 48.49735 62.54888
193.1165 91.93077 198.9693 105.2664 95.69107 186.9745 179.7343 178.12 160.6133 102.881 22.57027 29.18077 0 19.44924 33.67339
195.8113 108.7743 194.9304 123.072 113.285 180.4703 174.1177 169.7222 151.7531 88.77265 41.47603 48.49735 19.44924 0 14.27468
197.4311 120.9125 191.5975 135.8221 125.9173 175.3855 169.7439 163.2792 145.0923 78.61787 55.32259 62.54888 33.67339 14.27468 0
