0 98.89665 118.6626 121.8454 129.8237 142.9269 138.5501 161.538 129.6521 151.5414
98.89665 0 61.90415 91.43581 119.7534 122.7403 135.3833 191.4483 178.6652 228.5804
118.6626 61.90415 0 33.89027 65.16018 63.80744 81.11597 144.8866 143.7333 206.8322
121.8454 91.43581 33.89027 0 31.3502 31.30447 47.24934 112.0246 115.2626 182.5881
129.8237 119.7534 65.16018 31.3502 0 15.89437 16.01684 81.39232 90.02823 160.765
142.9269 122.7403 63.80744 31.30447 15.89437 0 23.77331 90.24188 103.6959 175.2584
138.5501 135.3833 81.11597 47.24934 16.01684 23.77331 0 66.94015 80.79123 152.9596
161.538 191.4483 144.8866 112.0246 81.39232 90.24188 66.94015 0 41.6181 105.4426
129.6521 178.6652 143.7333 115.2626 90.02823 103.6959 80.79123 41.6181 0 72.61026
151.5414 228.5804 206.8322 182.5881 160.765 175.2584 152.9596 105.4426 72.61026 0
