0 89.88769 138.1059 86.34387 152.3883 84.38375 83.4642 174.4765 169.1111 174.3462 182.2751 191.4803 196.487
89.88769 0 71.51974 168.532 176.0644 156.5025 154.2852 116.6994 115.6808 126.1302 147.393 224.3482 224.8792
138.1059 71.51974 0 194.7675 149.9898 174.3036 171.3523 45.36592 45.58919 57.45711 83.67816 198.298 195.2752
86.34387 168.532 194.7675 0 127.2891 27.10076 30.03805 217.9051 210.0262 210.0897 205.3161 146.3658 155.2689
152.3883 176.0644 149.9898 127.2891 0 100.9466 98.48227 144.4562 135.1655 127.761 107.4029 49.0972 48.82922
84.38375 156.5025 174.3036 27.10076 100.9466 0 3.162278 194.2478 186.068 185.3513 179.1829 123.9671 132.0696
83.4642 154.2852 171.3523 30.03805 98.48227 3.162278 0 191.1179 182.9284 182.1929 176.0412 122.4453 130.3739
174.4765 116.6994 45.36592 217.9051 144.4562 194.2478 191.1179 0 9.301107 19.77373 49.83231 188.7626 183.3022
169.1111 115.6808 45.58919 210.0262 135.1655 186.068 182.9284 9.301107 0 12.98198 42.82596 179.6092 174.2542
174.3462 126.1302 57.45711 210.0897 127.761 185.3513 182.1929 19.77373 12.98198 0 30.16451 170.7195 164.8342
182.2751 147.393 83.67816 205.3161 107.4029 179.1829 176.0412 49.83231 42.82596 30.16451 0 146.3819 139.456
191.4803 224.3482 198.298 146.3658 49.0972 123.9671 122.4453 188.7626 179.6092 170.7195 146.3819 0 11.41106
196.487 224.8792 195.2752 155.2689 48.82922 132.0696 130.3739 183.3022 174.2542 164.8342 139.456 11.41106 0
