0 136.7139 48.48965 27.57916 191.7639 63.70322 193.3438 203.8766 82.96316 83.2065 202.4852 111.009 205.4639 202.874 137.4421 130.0844 203.1205 193.2768
136.7139 0 95.20796 143.6727 74.49932 153.6237 83.0985 101.4843 157.2316 149.8065 106.4389 168.8512 122.683 128.6672 159.4442 166.1597 135.6777 159.5608
48.48965 95.20796 0 48.58725 143.8372 63.5294 144.9991 155.3956 74.25155 69.5094 154.131 96.28733 157.916 156.0847 109.2575 106.946 157.1374 152.8129
27.57916 143.6727 48.58725 0 189.5385 36.41491 189.3113 197.4591 56.17023 57.42169 194.7619 84.4845 194.8615 190.7587 113.8192 105.0424 189.7321 174.6597
191.7639 74.49932 143.8372 189.5385 0 185.7275 12.61366 31.7332 181.0547 172.5779 40.24441 180.9957 61.78351 72.28296 155.4123 167.6915 82.02347 121.5488
63.70322 153.6237 63.5294 36.41491 185.7275 0 183.0821 187.7493 20.25908 23.84786 183.347 48.57842 179.478 173.3825 81.70666 70.94434 170.6034 148.5049
193.3438 83.0985 144.9991 189.3113 12.61366 183.0821 0 19.63221 177.1 168.5992 27.68473 175.1946 49.17457 59.78526 147.6527 160.5213 69.61047 110.0534
203.8766 101.4843 155.3956 197.4591 31.7332 187.7493 19.63221 0 179.7511 171.2967 9.990621 174.7213 31.97879 43.78427 143.7965 157.6682 53.99396 97.61066
82.96316 157.2316 74.25155 56.17023 181.0547 20.25908 177.1 179.7511 0 8.500975 174.4616 28.37621 168.4372 161.3176 62.71094 51.05292 157.6053 131.9392
83.2065 149.8065 69.5094 57.42169 172.5779 23.84786 168.5992 171.2967 8.500975 0 166.061 28.3429 160.2706 153.3175 57.89044 47.74476 149.7975 125.3433
202.4852 106.4389 154.131 194.7619 40.24441 183.347 27.68473 9.990621 174.4616 166.061 0 168.1508 22.12082 33.80089 136.0948 150.2658 44.00513 87.8167
111.009 168.8512 96.28733 84.4845 180.9957 48.57842 175.1946 174.7213 28.37621 28.3429 168.1508 0 158.7556 150.0592 40.30049 25.77746 144.8049 112.9467
205.4639 122.683 157.916 194.8615 61.78351 179.478 49.17457 31.97879 168.4372 160.2706 22.12082 158.7556 0 12.40651 123.758 138.6664 22.55687 68.05861
202.874 128.6672 156.0847 190.7587 72.28296 173.3825 59.78526 43.78427 161.3176 153.3175 33.80089 150.0592 12.40651 0 113.9135 129.0642 10.24051 55.73773
137.4421 159.4442 109.2575 113.8192 155.4123 81.70666 147.6527 143.7965 62.71094 57.89044 136.0948 40.30049 123.758 113.9135 0 15.55053 107.5625 72.81635
130.0844 166.1597 106.946 105.0424 167.6915 70.94434 160.5213 157.6682 51.05292 47.74476 150.2658 25.77746 138.6664 129.0642 15.55053 0 122.9181 88.17257
203.1205 135.6777 157.1374 189.7321 82.02347 170.6034 69.61047 53.99396 157.6053 149.7975 44.00513 144.8049 22.55687 10.24051 107.5625 122.9181 0 46.08868
193.2768 159.5608 152.8129 174.6597 121.5488 148.5049 110.0534 97.61066 131.9392 125.3433 87.8167 112.9467 68.05861 55.73773 72.81635 88.17257 46.08868 0
