0 99.51738 101.6444 115.7499 157.9292 123.8672 132.5056 161.4125 141.5902 171.1564 180.4893
99.51738 0 2.236068 201.3852 197.2176 193.3884 197.3677 125.5551 187.9661 149.3042 183.3712
101.6444 2.236068 0 203.0894 197.9667 194.7721 198.6479 124.8433 188.8922 148.834 183.3576
115.7499 201.3852 203.0894 0 103.8633 40.28206 51.47391 194.383 86.24898 186.08 163.8755
157.9292 197.2176 197.9667 103.8633 0 63.58153 52.8535 125.7043 18.85146 105.593 67.37062
123.8672 193.3884 194.7721 40.28206 63.58153 0 11.95753 163.4821 46.17394 151.5967 125.0943
132.5056 197.3677 198.6479 51.47391 52.8535 11.95753 0 159.3229 36.5 145.6667 116.4002
161.4125 125.5551 124.8433 194.383 125.7043 163.4821 159.3229 0 129.1887 28.35681 75.39021
141.5902 187.9661 188.8922 86.24898 18.85146 46.17394 36.5 129.1887 0 112.3828 80.03905
171.1564 149.3042 148.834 186.08 105.593 151.5967 145.6667 28.35681 112.3828 0 48.26581
180.4893 183.3712 183.3576 163.8755 67.37062 125.0943 116.4002 75.39021 80.03905 48.26581 0
