0 119.0903 7.597065 11.69621 19.06119 23.14602 153.1873 36.18166 153.1936 153.1147 71.3297 73.66072 76.74688 86.04603 121.4169 150.3936 159.5587 135.0096 143.3793 167.9316 149.7156 162.1567
119.0903 0 112.8776 130.017 135.6082 139.5075 35.62467 147.6038 34.95926 77.29031 166.7243 166.2716 169.8265 172.3002 184.9874 67.97248 100.3514 133.2298 186.6627 138.1411 186.2701 175.2947
7.597065 112.8776 0 19.18912 26.65521 30.73272 146.6361 43.70136 147.2252 149.9219 78.23918 80.40954 83.57249 92.53378 126.8687 146.7576 157.5032 136.1378 147.7879 167.897 153.7682 164.8423
11.69621 130.017 19.18912 0 7.835106 11.7213 164.3797 25.62756 163.8571 160.6323 62.52833 65.26378 68.12264 78.18816 115.5667 158.4678 165.5812 136.5757 139.41 171.0892 146.3609 161.0971
19.06119 135.6082 26.65521 7.835106 0 4.123106 170.2845 17.83498 169.0895 162.9538 55.174 58.06629 60.81963 71.17584 109.3901 161.2521 166.7221 134.6837 134.1576 170.155 141.4308 157.4676
23.14602 139.5075 30.73272 11.7213 4.123106 0 174.2483 14.4675 172.8909 165.7728 52.37146 55.4379 58.06342 68.70953 107.5985 164.2515 169.0481 135.5792 133.0235 171.5087 140.5101 157.3569
153.1873 35.62467 146.6361 164.3797 170.2845 174.2483 0 182.8319 20.41378 89.96033 202.3199 201.8239 205.3723 207.6274 218.6157 79.72793 115.5129 160.3207 217.9676 158.0382 216.6579 202.3063
36.18166 147.6038 43.70136 25.62756 17.83498 14.4675 182.8319 0 180.0876 167.392 38.15481 41.41796 43.87823 54.85615 94.74781 166.7483 168.4584 129.8155 121.4844 167.1411 129.4512 148.37
153.1936 34.95926 147.2252 163.8571 169.0895 172.8909 20.41378 180.0876 0 70.25343 196.0388 195.1297 198.6092 199.7455 207.1975 60.05126 95.92966 144.1307 204.1041 139.1595 202.0786 185.7612
153.1147 77.29031 149.9219 160.6323 162.9538 165.7728 89.96033 167.392 70.25343 0 169.3025 166.9761 169.9318 166.9328 161.0626 10.2325 25.7073 83.88246 149.363 69.88248 144.911 122.4548
71.3297 166.7243 78.23918 62.52833 55.174 52.37146 202.3199 38.15481 196.0388 169.3025 0 4.300904 5.735658 17.43474 59.24181 170.9641 164.5276 113.5569 89.01079 153.1367 98.1156 122.2803
73.66072 166.2716 80.40954 65.26378 58.06629 55.4379 201.8239 41.41796 195.1297 166.9761 4.300904 0 3.59011 13.56568 55.10419 168.8575 161.679 109.8733 84.72767 149.5175 93.81743 118.0522
76.74688 169.8265 83.57249 68.12264 60.81963 58.06342 205.3723 43.87823 198.6092 169.9318 5.735658 3.59011 0 12.0289 54.02744 171.9288 164.2928 111.6498 84.2938 151.3627 93.57958 118.6014
86.04603 172.3002 92.53378 78.18816 71.17584 68.70953 207.6274 54.85615 199.7455 166.9328 17.43474 13.56568 12.0289 0 42.00977 169.6189 159.5784 104.0347 72.57582 143.8151 82.02753 108.073
121.4169 184.9874 126.8687 115.5667 109.3901 107.5985 218.6157 94.74781 207.1975 161.0626 59.24181 55.10419 54.02744 42.00977 0 166.1284 147.6344 83.78765 32.43556 121.2776 42.67638 73.48003
150.3936 67.97248 146.7576 158.4678 161.2521 164.2515 79.72793 166.7483 60.05126 10.2325 170.9641 168.8575 171.9288 169.6189 166.1284 0 35.87926 91.31541 156.0448 79.69538 152.069 130.8544
159.5587 100.3514 157.5032 165.5812 166.7221 169.0481 115.5129 168.4584 95.92966 25.7073 164.5276 161.679 164.2928 159.5784 147.6344 35.87926 0 65.70333 131.8484 44.81863 126.1936 100.692
135.0096 133.2298 136.1378 136.5757 134.6837 135.5792 160.3207 129.8155 144.1307 83.88246 113.5569 109.8733 111.6498 104.0347 83.78765 91.31541 65.70333 0 66.18634 39.78434 61.07769 42.13199
143.3793 186.6627 147.7879 139.41 134.1576 133.0235 217.9676 121.4844 204.1041 149.363 89.01079 84.72767 84.2938 72.57582 32.43556 156.0448 131.8484 66.18634 0 98.49992 10.40506 43.51896
167.9316 138.1411 167.897 171.0892 170.155 171.5087 158.0382 167.1411 139.1595 69.88248 153.1367 149.5175 151.3627 143.8151 121.2776 79.69538 44.81863 39.78434 98.49992 0 90.78394 60.44617
149.7156 186.2701 153.7682 146.3609 141.4308 140.5101 216.6579 129.4512 202.0786 144.911 98.1156 93.81743 93.57958 82.02753 42.67638 152.069 126.1936 61.07769 10.40506 90.78394 0 33.77269
162.1567 175.2947 164.8423 161.0971 157.4676 157.3569 202.3063 148.37 185.7612 122.4548 122.2803 118.0522 118.6014 108.073 73.48003 130.8544 100.692 42.13199 43.51896 60.44617 33.77269 0
