0 101.9419 90.57315 150.1159 152.3437 152.5251 164.2086 167.9806 146.548 152.6529 157.7113
101.9419 0 166.0378 69.59758 86.33845 89.56492 95.4076 148.2424 189.3906 190.4843 193.063
90.57315 166.0378 0 182.7913 172.2789 169.8912 182.8071 142.6676 70.42464 79.39621 85.37316
150.1159 69.59758 182.7913 0 24.46961 29.24419 28.42042 103.6783 179.1099 176.5706 177.0087
152.3437 86.33845 172.2789 24.46961 0 4.819636 11.88143 79.68922 160.7215 157.3174 157.2248
152.5251 89.56492 169.8912 29.24419 4.819636 0 12.96751 74.88483 156.8231 153.2609 153.0708
164.2086 95.4076 182.8071 28.42042 11.88143 12.96751 0 81.84946 168.201 164.2714 163.8146
167.9806 148.2424 142.6676 103.6783 79.68922 74.88483 81.84946 0 101.2181 94.43213 92.04348
146.548 189.3906 70.42464 179.1099 160.7215 156.8231 168.201 101.2181 0 9.769656 15.61031
152.6529 190.4843 79.39621 176.5706 157.3174 153.2609 164.2714 94.43213 9.769656 0 5.999268
157.7113 193.063 85.37316 177.0087 157.2248 153.0708 163.8146 92.04348 15.61031 5.999268 0
