0 152.6389 71.27525 76.22821 82.9526 89.49379 93.7647 158.9063 103.053 117.2251 183.7749 189.1093
152.6389 0 194.7861 198.2247 190.4033 200.9576 200.0195 154.7637 176.6453 177.6998 69.37736 89.57722
71.27525 194.7861 0 4.955356 20.07906 20.45048 26.63501 133.574 55.77656 71.47619 202.5286 199.9965
76.22821 198.2247 4.955356 0 18.02812 16.27882 22.80715 132.9004 54.31296 69.75095 204.5494 201.5201
82.9526 190.4033 20.07906 18.02812 0 10.57291 11.32073 115.2345 36.31612 51.72669 191.5683 187.2422
89.49379 200.9576 20.45048 16.27882 10.57291 0 6.844736 122.1854 42.72217 57.06809 201.6805 196.9528
93.7647 200.0195 26.63501 22.80715 11.32073 6.844736 0 116.3616 37.02453 50.83196 198.4855 193.1242
158.9063 154.7637 133.574 132.9004 115.2345 122.1854 116.3616 0 79.4635 66.14011 114.5651 99.29736
103.053 176.6453 55.77656 54.31296 36.31612 42.72217 37.02453 79.4635 0 15.96301 166.1954 158.931
117.2251 177.6998 71.47619 69.75095 51.72669 57.06809 50.83196 66.14011 15.96301 0 160.9289 151.791
183.7749 69.37736 202.5286 204.5494 191.5683 201.6805 198.4855 114.5651 166.1954 160.9289 0 21.90468
189.1093 89.57722 199.9965 201.5201 187.2422 196.9528 193.1242 99.29736 158.931 151.791 21.90468 0
