0 148.1481 77.71564 89.48356 100.8911 180.2433 102.8955 155.8461 180.4727 184.4623 185.7073 146.5558 190.9469 193.3124
148.1481 0 175.4137 182.4206 186.0245 51.83403 177.1551 152.57 61.47382 80.88309 87.60705 120.0581 100.2634 116.9612
77.71564 175.4137 0 11.77389 23.42008 186.9077 28.90535 104.4973 181.7589 176.2309 174.1838 111.9486 173.9856 168.163
89.48356 182.4206 11.77389 0 12.10522 191.0551 20.6199 100.1188 185.209 178.3309 175.7985 110.9953 174.7198 167.6005
100.8911 186.0245 23.42008 12.10522 0 191.3916 12.46023 92.58675 184.8191 176.5547 173.5353 106.6208 171.571 163.2041
180.2433 51.83403 186.9077 191.0551 191.3916 0 180.4361 132.9033 12.88302 35.03325 42.71749 100.2418 55.76975 75.15335
102.8955 177.1551 28.90535 20.6199 12.46023 180.4361 0 80.41299 173.5265 164.7239 161.5517 94.23689 159.3578 150.7915
155.8461 152.57 104.4973 100.1188 92.58675 132.9033 80.41299 0 122.123 105.7273 100.0011 33.20529 93.00543 78.72472
180.4727 61.47382 181.7589 185.209 184.8191 12.88302 173.5265 122.123 0 22.16869 29.84237 89.93765 42.91772 62.27117
184.4623 80.88309 176.2309 178.3309 176.5547 35.03325 164.7239 105.7273 22.16869 0 7.701461 75.30314 20.75222 40.21192
185.7073 87.60705 174.1838 175.7985 173.5353 42.71749 161.5517 100.0011 29.84237 7.701461 0 70.50177 13.14295 32.51348
146.5558 120.0581 111.9486 110.9953 106.6208 100.2418 94.23689 33.20529 89.93765 75.30314 70.50177 0 66.03283 56.64498
190.9469 100.2634 173.9856 174.7198 171.571 55.76975 159.3578 93.00543 42.91772 20.75222 13.14295 66.03283 0 19.92404
193.3124 116.9612 168.163 167.6005 163.2041 75.15335 150.7915 78.72472 62.27117 40.21192 32.51348 56.64498 19.92404 0
