0 4.364309 55.98416 60.15816 61.46681 80.80754 100.0805 130.4408 133.8977 103.99 123.643 141.9397 143.7623 142.2373 106.0651 152.7934 125.4219 140.6368 146.3298 164.1628 154.128 171.436 176.3609 177.6832 180.5488 186.6477 194.6688 194.0475 193.1983 206.4162 198.388 200.6662 187.5186 201.3343 199.0124 206.0361 207.1122 202.9779 208.6197 197.0436 212.1028 210.5951 224.2496 226.5818 225.4819 215.7702 229.0254 213.4809 216.1192 215.5727 220.286 221.8521 218.9955 223.6866 223.6612 229.5708 228.2681 230.0025 229.9587 233.2801 233.0759 235.8203 235.3524
4.364309 0 60.30858 64.47378 59.2219 78.04375 103.0627 134.2791 137.7582 101.2327 127.0793 145.6393 147.3557 145.792 108.5452 155.9926 123.0206 138.3368 143.9378 166.9774 151.955 169.4087 178.8188 175.6717 178.7521 188.8886 196.6993 192.6181 191.6215 208.694 200.1489 199.3715 187.8804 202.8705 200.0121 204.8735 208.9637 201.9104 210.4396 197.4331 213.7761 209.5714 225.7689 228.615 227.3707 214.9186 231.0262 213.6713 217.1824 215.2056 221.3974 221.581 218.8728 224.5908 223.8572 231.0277 229.6384 231.4202 231.3024 234.7729 234.5241 237.309 236.7801
55.98416 60.30858 0 4.256531 98.91885 120.4954 67.34561 80.61088 83.61556 141.8838 80.68289 93.88324 97.27211 96.40312 80.5097 111.9318 158.2998 171.6 178.0578 128.4691 183.0289 197.9332 145.2269 203.7594 203.9795 158.1125 168.7119 212.5732 213.5335 176.6332 175.9625 217.3183 184.0715 181.8224 186.7396 220.8862 183.1231 216.7696 185.0042 192.7993 190.341 223.5809 204.1414 199.5083 200.385 226.4527 202.3197 211.1224 202.3338 220.2088 205.7175 225.0628 220.4247 211.7227 220.8687 210.1251 210.0121 211.0653 212.0037 213.2465 213.6406 215.768 216.1216
60.15816 64.47378 4.256531 0 101.9165 123.4806 65.33139 76.72314 79.67992 144.6503 77.45164 90.11228 93.62775 92.82002 79.00246 108.7289 160.6551 173.7713 180.2626 125.6457 185.0141 199.6987 142.7213 205.4778 205.502 155.7741 166.5471 213.7077 214.8004 174.1379 174.0576 218.3001 183.6338 180.1307 185.6036 221.7234 181.0715 217.5382 182.9769 192.2686 188.4454 224.2711 202.3392 197.1714 198.2011 226.9618 200.0053 210.6798 201.031 220.2757 204.3442 225.0084 220.2466 210.536 220.3661 208.36 208.34 209.3376 210.3502 211.4282 211.868 213.9425 214.3593
61.46681 59.2219 98.91885 101.9165 0 21.57717 102.9183 147.8767 151.634 43.75876 132.2362 154.8887 154.0168 151.7155 99.01567 153.7465 63.99655 79.17035 84.88761 156.8136 92.73307 110.25 161.8789 116.5247 119.9352 167.9641 172.2313 134.8629 133.3576 187.4234 171.6845 142.1337 143.1246 171.2634 161.8322 148.2103 181.4075 145.7444 182.3849 152.6799 183.5901 153.5828 193.1567 202.9498 199.688 159.8567 204.8155 166.6083 179.2075 163.4118 183.8702 170.4388 168.9644 184.596 176.6521 197.4636 195.0235 197.3482 196.3102 201.5618 200.7525 203.9762 202.6898
80.80754 78.04375 120.4954 123.4806 21.57717 0 120.3743 166.7115 170.4559 23.19039 149.839 172.825 171.4567 169.0478 114.4651 169.1774 45.95769 61.62249 66.68887 170.0241 75.82332 94.00264 172.8257 100.2886 104.9628 177.3614 180.1853 121.9088 119.5103 196.2696 178.0206 129.8722 141.8142 176.231 163.8224 136.6452 187.9076 134.8393 188.6552 151.1076 188.9181 142.7685 197.2026 209.811 205.7786 149.9765 211.424 163.1939 180.9041 156.513 185.7032 163.9504 163.4638 185.1064 172.9454 200.987 198.0914 200.6336 199.1726 205.1781 204.1199 207.4944 205.873
100.0805 103.0627 67.34561 65.33139 102.9183 120.3743 0 48.30691 51.87829 134.3425 29.46464 52.52846 51.14776 48.80835 16.45523 53.5574 140.8924 149.6489 156.2597 64.34945 156.9432 167.2291 78.78378 171.99 169.043 91.06962 101.3972 171.4388 174.2941 110.0069 108.733 173.869 125.0801 115.026 122.3717 175.3707 115.7808 170.4716 117.6696 132.8149 123.1225 176.0766 137.0729 132.4055 133.0762 176.6301 135.1725 151.6316 136.9833 165.5054 140.0277 169.0194 163.2339 146.928 160.7414 143.1298 143.2423 144.1537 145.2836 146.1457 146.6281 148.6539 149.1297
130.4408 134.2791 80.61088 76.72314 147.8767 166.7115 48.30691 0 3.757985 181.9887 22.74881 14.36691 19.90641 20.57341 60.92426 42.14143 189.1909 197.871 204.4653 64.2643 204.8382 214.4238 85.33663 218.9445 215.3693 100.145 113.0971 215.9215 219.3607 114.3322 124.6448 217.4233 159.8706 134.041 149.0472 217.993 128.5106 212.8329 130.709 166.0455 138.1133 217.7028 152.7579 138.7814 142.3179 216.9407 141.8544 184.6069 160.2944 202.6978 162.1384 204.9456 198.266 171.2245 192.5712 159.0767 160.6651 160.6446 162.8838 161.0687 162.2671 163.3315 164.8037
133.8977 137.7582 83.61556 79.67992 151.634 170.4559 51.87829 3.757985 0 185.683 25.57082 13.0384 19.25097 20.39608 64.2067 42.23902 192.7706 201.366 207.9531 64.58023 208.2402 217.697 85.78564 222.1799 218.5184 100.6109 113.6486 218.8499 222.3533 114.3016 125.4372 220.2505 161.983 135.0167 150.5468 220.7236 129.0349 215.5412 131.244 168.0149 138.7583 220.3343 153.3889 138.7552 142.4966 219.4462 141.8364 186.514 161.4906 204.9354 163.2343 207.069 200.3222 172.4634 194.3675 159.7028 161.4001 161.3072 163.6246 161.6075 162.8573 163.8429 165.3874
103.99 101.2327 141.8838 144.6503 43.75876 23.19039 134.3425 181.9887 185.683 0 163.548 186.7487 184.7051 182.174 126.1127 179.8208 24.44611 39.96514 44.37212 177.9294 54.39083 72.8132 178.0237 79.02468 84.68192 180.7102 181.8596 103.1499 99.99231 198.7255 177.929 111.6203 134.252 174.6673 159.2714 118.9305 187.8458 117.7644 188.3286 143.0575 187.5512 125.6587 194.325 209.8668 205.0271 133.6367 211.1798 153.0091 175.745 142.9448 180.6158 150.6716 151.17 178.632 162.3068 197.496 194.1486 196.8912 194.9955 201.7349 200.4218 203.9174 201.9556
