0 59.1553 78.17248 75.28172 40.04181 29.61386 95.26944 49.13933 53.69344 113.1367 152.6271 103.6102 146.6791 159.2081 134.3759 164.9762 179.5894 174.4541 174.9715 152.1121 180.9042 152.3108 165.0449 164.8137 170.4687 172.7068 172.3326 181.149 175.4371 182.8737
59.1553 0 19.11873 17.77238 21.00251 88.54174 54.64201 108.1427 112.343 65.88852 112.0961 152.2004 110.6545 127.946 177.7202 140.5201 152.6525 154.4017 161.8796 188.9297 178.1933 163.4099 175.1756 195.8848 179.1981 182.584 200.3835 186.8481 201.2619 196.81
78.17248 19.11873 0 11.18255 39.86152 107.4357 52.40401 127.2213 131.4552 57.83814 105.0518 170.1872 105.8642 124.5688 194.6435 139.4778 150.2585 154.5981 164.3466 204.4683 183.6555 173.2195 184.4664 210.0976 188.0189 191.6586 213.8464 194.6577 214.1822 206.7495
75.28172 17.77238 11.18255 0 35.43195 104.8787 42.11326 123.7127 127.5524 49.89338 96.88536 162.7945 96.7562 115.0193 186.1499 129.2851 140.4544 144.1394 153.4896 195.0576 172.5119 162.2011 173.388 200.0781 176.9009 180.5587 203.5595 183.4872 203.7321 195.7289
40.04181 21.00251 39.86152 35.43195 0 69.64936 59.81584 88.28338 92.1806 75.58585 118.6607 131.4313 114.8723 130.1492 157.6454 139.8809 153.2566 152.1301 156.982 169.9962 169.7839 150.44 162.6451 178.1602 167.134 170.2164 183.3676 175.7998 184.7777 183.4113
29.61386 88.54174 107.4357 104.8787 69.64936 0 123.0746 21.85827 27.63099 141.5973 179.0395 88.47998 172.0487 182.9395 122.0887 186.4016 201.4787 194.0864 191.9759 143.9131 193.3956 159.4925 172.1095 159.9461 178.0022 179.5751 169.0709 189.751 173.4137 187.2589
95.26944 54.64201 52.40401 42.11326 59.81584 123.0746 0 137.4388 139.6219 20.03091 58.87035 157.9313 56.11731 73.38863 174.4548 87.17482 98.48569 102.1974 112.5358 177.3812 134.0197 130.5064 140.4259 177.8878 143.0384 147.0572 179.1274 147.8917 177.8594 163.4867
49.13933 108.1427 127.2213 123.7127 88.28338 21.85827 137.4388 0 6.2451 156.7195 191.0013 70.9392 182.8665 191.8908 105.3561 193.0517 208.3995 198.9916 194.6143 129.2272 192.3246 154.9815 167.2576 147.0757 173.3908 174.4456 157.0887 185.7439 162.1757 180.2076
53.69344 112.343 131.4552 127.5524 92.1806 27.63099 139.6219 6.2451 0 159.1011 192.2479 64.96695 183.7662 192.1904 99.4485 192.6581 208.0534 198.0768 193.0679 123.6402 189.7769 151.6378 163.795 141.8139 169.9738 170.8969 151.9935 182.4519 157.2296 176.1795
113.1367 65.88852 57.83814 49.89338 75.58585 141.5973 20.03091 156.7195 159.1011 0 47.2152 177.7012 48.9708 68.57995 193.3643 86.02127 94.79114 102.5519 116.0225 195.0606 141.0582 143.2524 152.2155 194.2711 154.1699 158.3832 194.7122 157.6107 192.8884 175.4296
