53.22883 193.0721
47.66489 160.7447
53.46667 130.9
57.94118 123.7059
64.9 147.9
76.00938 154.1281
107.5809 97.82121
83.66667 225.7333
119.551 248.7755
143.8 253.8
157.2955 73.45455
165.043 266.4194
179.3333 77.33333
198.1488 268.4793
190 70
190.5 93
198.2143 86.71429
206.5 72.5
215.5385 96.69231
239.3395 124.1284
225.7812 255.6719
227.1667 95.16667
229.5455 147.5909
233 173.5
240.9474 171.4474
238.5 240
238 243.5
239 149.5
268.4126 179.1588
241.8 246.4
251.625 231.375
252.5 106.5
264.6111 152.1667
277.872 146.04
