0 119.9191 143.2699 147.0544 76.73917 156.0479 165.221 124.92 135.6401 157.0785
119.9191 0 25.40722 32.65058 171.1453 57.25428 90.70778 182.6936 179.4448 173.1845
143.2699 25.40722 0 9.552487 188.9403 39.37256 77.71193 193.5362 187.8004 176.2686
147.0544 32.65058 9.552487 0 189.1806 30.0098 68.79471 190.7092 184.0632 170.8022
76.73917 171.1453 188.9403 189.1806 0 186.2044 178.4087 61.85548 79.53521 114.0531
156.0479 57.25428 39.37256 30.0098 186.2044 0 39.47428 178.1183 168.748 150.3654
165.221 90.70778 77.71193 68.79471 178.4087 39.47428 0 157.6702 144.9089 120.0964
124.92 182.6936 193.5362 190.7092 61.85548 178.1183 157.6702 0 20.15564 59.15718
135.6401 179.4448 187.8004 184.0632 79.53521 168.748 144.9089 20.15564 0 39.17763
157.0785 173.1845 176.2686 170.8022 114.0531 150.3654 120.0964 59.15718 39.17763 0
