0 78.93674 143.5225 191.5139 185.1896
78.93674 0 182.7703 212.6076 243.5159
143.5225 182.7703 0 60.08527 77.40573
191.5139 212.6076 60.08527 0 115.317
185.1896 243.5159 77.40573 115.317 0
0 78.93674 143.5225 191.5139 185.1896
78.93674 0 182.7703 212.6076 243.5159
143.5225 182.7703 0 60.08527 77.40573
191.5139 212.6076 60.08527 0 115.317
185.1896 243.5159 77.40573 115.317 0
0 78.93674 143.5225 191.5139 185.1896
78.93674 0 182.7703 212.6076 243.5159
143.5225 182.7703 0 60.08527 77.40573
191.5139 212.6076 60.08527 0 115.317
185.1896 243.5159 77.40573 115.317 0
0 78.93674 143.5225 191.5139 185.1896
78.93674 0 182.7703 212.6076 243.5159
143.5225 182.7703 0 60.08527 77.40573
191.5139 212.6076 60.08527 0 115.317
185.1896 243.5159 77.40573 115.317 0
0 78.93674 143.5225 191.5139 185.1896
78.93674 0 182.7703 212.6076 243.5159
143.5225 182.7703 0 60.08527 77.40573
191.5139 212.6076 60.08527 0 115.317
185.1896 243.5159 77.40573 115.317 0
0 78.93674 143.5225 191.5139 185.1896
78.93674 0 182.7703 212.6076 243.5159
143.5225 182.7703 0 60.08527 77.40573
191.5139 212.6076 60.08527 0 115.317
185.1896 243.5159 77.40573 115.317 0
