0 41.82183 108.1948 135.5205 161.4399 36.73292 126.2476 185.5819 186.2362 186.8162 183.9402 186.8442 189.2457
41.82183 0 69.00725 98.23569 130.6927 77.13138 138.7862 163.9928 169.3297 171.9134 169.6051 173.9331 178.0102
108.1948 69.00725 0 30.54914 72.15683 138.9829 155.0731 118.7678 131.8787 137.7058 136.6768 142.9833 149.4979
135.5205 98.23569 30.54914 0 46.0122 163.7574 161.2686 97.53817 114.0675 121.2455 120.9427 127.8878 135.2639
161.4399 130.6927 72.15683 46.0122 0 182.9575 149.5466 53.45956 72.74855 81.09322 81.64717 88.98685 97.02127
36.73292 77.13138 138.9829 163.7574 182.9575 0 112.1832 198.2285 194.7667 193.5772 190.3203 191.8673 192.7111
126.2476 138.7862 155.0731 161.2686 149.5466 112.1832 0 132.117 117.4605 111.6855 108.0245 105.748 102.5757
185.5819 163.9928 118.7678 97.53817 53.45956 198.2285 132.117 0 22.41402 31.78275 33.81137 40.84252 49.06246
186.2362 169.3297 131.8787 114.0675 72.74855 194.7667 117.4605 22.41402 0 9.377895 11.78354 18.48552 26.66201
186.8162 171.9134 137.7058 121.2455 81.09322 193.5772 111.6855 31.78275 9.377895 0 3.666667 9.134777 17.28433
183.9402 169.6051 136.6768 120.9427 81.64717 190.3203 108.0245 33.81137 11.78354 3.666667 0 7.384928 15.62183
186.8442 173.9331 142.9833 127.8878 88.98685 191.8673 105.748 40.84252 18.48552 9.134777 7.384928 0 8.28037
189.2457 178.0102 149.4979 135.2639 97.02127 192.7111 102.5757 49.06246 26.66201 17.28433 15.62183 8.28037 0
